# Mysterious pattern central peak parameters
# I_baseline Intensity  Δxcam  Δycam FWHM_maj FWHM_min orientation  Δ2theta     Δchi
#      [cts]     [cts]  [pix]  [pix]    [pix]    [pix]       [deg]    [deg]    [deg]
     1322.65  11930.29  5.590  4.807    0.779    0.906      -16.26  0.00553 -0.00407
     1324.34  11901.26  5.348  4.837    0.777    0.914      -11.82  0.00189  0.00244
     1331.88  12504.68  5.211  4.881    0.742    0.896       -8.48 -0.00084  0.00614
     1331.37  12273.53  5.134  4.879    0.743    0.902       -4.62 -0.00174  0.00821
     1328.39  11798.52  5.332  4.886    0.786    0.901       -1.33  0.00051  0.00287
     1320.28  11851.68  5.529  4.875    0.785    0.904      173.46  0.00317 -0.00245
     1325.72  12041.39  5.504  4.799    0.785    0.894        0.55  0.00470 -0.00176
     1324.55  11750.41  5.464  4.747    0.790    0.897        0.37  0.00547 -0.00066
     1322.76  12109.81  5.591  4.737    0.772    0.887       -3.21  0.00725 -0.00409
     1329.45  12565.75  5.748  4.775    0.730    0.902      -10.73  0.00824 -0.00835
     1322.64  12386.25  5.721  4.882    0.742    0.922      -15.32  0.00532 -0.00763
     1320.50  11966.48  5.591  4.984    0.780    0.905      -16.66  0.00128 -0.00415
     1321.30  12073.17  5.418  4.990    0.783    0.888       -6.63 -0.00098  0.00052
     1326.59  12408.96  5.318  4.874    0.756    0.890        2.54  0.00062  0.00324
     1325.33  12312.46  5.293  4.787    0.743    0.896       -0.85  0.00242  0.00393
     1318.19  12069.41  5.382  4.798    0.762    0.914       -4.40  0.00323  0.00155
     1317.06  12018.04  5.410  4.853    0.771    0.920       -7.23  0.00224  0.00078
     1324.87  11867.09  5.313  4.896    0.771    0.915       -7.20  0.00004  0.00337
     1328.23  12402.30  5.207  4.942    0.745    0.896       -4.53 -0.00236  0.00622
     1327.04  12504.32  5.187  4.959    0.735    0.892       -3.92 -0.00303  0.00677
     1326.64  12282.68  5.119  4.974    0.897    0.738       86.27 -0.00422  0.00861
     1323.83  12374.24  5.186  5.053    0.909    0.742       90.22 -0.00531  0.00678
     1316.15  12095.56  5.383  5.138    0.766    0.909       -4.74 -0.00497  0.00145
     1317.00  12165.09  5.531  5.260    0.913    0.771     -100.66 -0.00611 -0.00259
     1317.90  11945.90  5.629  5.411    0.751    0.931      -15.83 -0.00859 -0.00525
     1311.22  11206.63  6.419  5.394    0.885    0.815      242.20  0.00143 -0.02659
     1323.58  11979.55  6.056  5.335    0.886    0.757       72.35 -0.00156 -0.01677
     1331.44  12384.23  5.780  5.366    0.749    0.886      -12.76 -0.00567 -0.00932
     1328.63  12756.16  5.888  5.395    0.724    0.853     -725.30 -0.00506 -0.01225
     1327.88  12264.72  5.956  5.351    0.743    0.877     -189.23 -0.00317 -0.01408
     1323.99  11224.54  5.671  5.292    0.817    0.912      -12.39 -0.00519 -0.00638
     1329.85  11644.75  5.225  5.167    0.799    0.889        3.78 -0.00758  0.00568
     1329.82  12155.62  5.246  5.032    0.771    0.873        2.66 -0.00408  0.00517
     1324.79  12566.24  5.655  4.969    0.763    0.873       -3.56  0.00242 -0.00586
     1327.71  12633.80  5.779  4.906    0.729    0.881       -5.77  0.00545 -0.00921
     1324.74  12423.76  5.748  4.878    0.742    0.907       -7.63  0.00574 -0.00836
     1324.02  12047.19  5.753  4.839    0.739    0.924      -10.28  0.00674 -0.00848
     1321.24  11332.32  5.544  4.931    0.794    0.952      -18.92  0.00198 -0.00286
     1324.32  10660.32  5.373  4.961    0.825    0.925       -5.70 -0.00082  0.00176
     1322.20  11625.70  5.428  4.932    0.782    0.916       -2.50  0.00056  0.00026
     1321.01  12079.64  5.577  4.948    0.769    0.917       -6.55  0.00198 -0.00375
     1323.29  12121.62  5.614  4.964    0.773    0.903       -8.39  0.00204 -0.00477
     1318.49  11848.83  5.442  4.906    0.908    0.789      -92.87  0.00135 -0.00010
     1328.93  12162.53  5.292  4.825    0.755    0.905        2.53  0.00150  0.00397
     1331.01  12462.05  5.227  4.763    0.736    0.899     -179.21  0.00220  0.00572
     1330.68  12179.91  5.167  4.776    0.893    0.739      268.99  0.00115  0.00734
     1332.95  12067.19  5.249  4.804    0.894    0.749       90.81  0.00149  0.00511
     1327.45  12396.20  5.382  4.819    0.762    0.877       -2.28  0.00274  0.00153
     1322.70  12200.17  5.499  4.820    0.778    0.884      -10.23  0.00413 -0.00161
     1325.63  11450.36  5.493  4.867    0.803    0.894      -10.73  0.00292 -0.00147
     1325.95  11868.00  5.524  4.899    0.789    0.885      -13.59  0.00252 -0.00231
     1317.42  11897.53  5.509  4.944    0.902    0.789     -278.41  0.00125 -0.00193
     1326.13  12093.02  5.707  5.031    0.747    0.916       -7.55  0.00155 -0.00728
     1328.68  12271.22  5.765  5.081    0.742    0.921      -11.07  0.00105 -0.00886
     1315.38  11349.33  5.507  5.119    0.802    0.936      -20.16 -0.00301 -0.00190
     1325.27  11721.06  5.202  5.105    0.907    0.781       83.72 -0.00636  0.00632
     1328.11  12250.06  5.079  5.076    0.745    0.879       -4.45 -0.00715  0.00965
     1337.95  12738.96  5.156  5.058    0.728    0.880       -4.48 -0.00578  0.00757
     1323.64  12366.01  5.314  5.034    0.753    0.887       -4.08 -0.00330  0.00332
     1323.66  12129.74  5.522  5.022    0.885    0.777      -94.90 -0.00048 -0.00229
     1328.09  12731.92  5.704  4.998    0.736    0.891       -6.42  0.00231 -0.00721
     1324.97  12292.71  5.718  4.962    0.744    0.910       -7.22  0.00335 -0.00757
     1322.80  11584.63  5.524  4.947    0.798    0.917      -12.52  0.00136 -0.00232
     1327.51  12103.90  5.325  4.898    0.770    0.899       -5.23  0.00012  0.00306
     1330.33  12086.00  5.237  4.880    0.756    0.897      537.67 -0.00052  0.00544
     1336.19  12530.86  5.185  4.868    0.886    0.735       88.77 -0.00086  0.00684
     1324.15  12177.62  5.371  4.838    0.772    0.896        0.14  0.00215  0.00182
     1323.95  12033.49  5.544  4.808    0.780    0.882       -6.87  0.00496 -0.00284
     1318.00  11300.91  5.322  4.760    0.821    0.889      -14.07  0.00343  0.00316
     1326.64  11247.87  4.976  4.730    0.890    0.804       89.57 -0.00004  0.01250
     1333.22  11741.09  4.893  4.709    0.884    0.770      -86.27 -0.00055  0.01476
     1335.12  12424.84  5.103  4.711    0.730    0.887     -177.49  0.00195  0.00910
     1327.01  12071.94  5.278  4.737    0.751    0.900       -2.16  0.00345  0.00435
     1329.17  12228.21  5.304  4.766    0.746    0.903       -5.51  0.00307  0.00365
     1326.37  12265.93  5.320  4.789    0.753    0.896       -5.40  0.00271  0.00320
     1326.37  12221.81  5.325  4.811    0.754    0.904       -4.54  0.00223  0.00307
     1329.76  12110.29  5.372  4.825    0.761    0.901       -5.49  0.00246  0.00180
     1325.76  12163.59  5.359  4.878    0.754    0.909      -10.12  0.00102  0.00215
     1326.20  12264.21  5.369  4.921    0.758    0.906       -7.48  0.00011  0.00187
     1323.63  12270.00  5.557  4.939    0.896    0.770       84.67  0.00194 -0.00321
     1326.73  12290.54  5.642  4.890    0.758    0.897       -5.97  0.00418 -0.00550
     1324.02  12048.38  5.530  4.813    0.786    0.898       -7.19  0.00468 -0.00246
     1321.01  11941.14  5.383  4.804    0.775    0.895       -8.12  0.00311  0.00152
     1324.91  11842.20  5.244  4.814    0.768    0.901       -5.37  0.00118  0.00525
     1334.05  12012.52  5.153  4.814    0.750    0.900     -182.61  0.00006  0.00771
     1323.04  11383.37  5.360  4.827    0.795    0.920       -0.80  0.00228  0.00211
     1320.57  11268.42  5.463  4.819    0.931    0.794      -96.16  0.00371 -0.00066
     1320.88  11381.91  5.427  4.808    0.792    0.923       -6.33  0.00354  0.00033
     1320.80  11964.43  5.433  4.806    0.777    0.910       -3.65  0.00367  0.00017
     1316.04  11926.76  5.564  4.816    0.778    0.901       -2.41  0.00502 -0.00337
     1322.46  12288.01  5.812  4.797    0.729    0.909       -6.75  0.00849 -0.01008
     1321.53  12180.21  5.884  4.855    0.937    0.729       76.67  0.00797 -0.01204
     1318.05  11211.63  5.709  4.968    0.792    0.960      -20.93  0.00310 -0.00734
     1317.49  11171.10  5.392  5.039    0.812    0.925      -22.93 -0.00248  0.00122
     1331.14  12007.11  5.184  5.024    0.763    0.878       -6.36 -0.00463  0.00684
     1332.25  12556.11  5.187  4.937    0.877    0.745      -89.64 -0.00250  0.00678
     1317.09  11880.12  5.368  4.853    0.769    0.904       -0.20  0.00175  0.00190
     1319.52  12127.04  5.492  4.875    0.771    0.915     -189.46  0.00272 -0.00145
     1322.25  11904.28  5.391  4.954    0.777    0.907      -12.69 -0.00043  0.00127
     1326.06  12090.78  5.305  5.016    0.904    0.758     -102.04 -0.00296  0.00356
     1323.66  12226.05  5.198  5.070    0.742    0.893       -7.74 -0.00557  0.00644
     1332.64  12522.68  5.161  5.109    0.738    0.887       -4.70 -0.00697  0.00744
     1322.14  12287.87  5.255  5.185    0.747    0.892     -187.19 -0.00765  0.00488
     1315.54  12315.10  5.414  5.239    0.893    0.767     -458.29 -0.00702  0.00057
     1314.09  12012.29  5.530  5.238    0.765    0.905       -8.90 -0.00561 -0.00255
     1304.96  11530.48  5.544  5.225    0.771    0.939       -8.89 -0.00511 -0.00293
     1309.98  11559.82  6.340  5.623    0.811    0.850      150.37 -0.00507 -0.02450
     1317.61  12180.30  6.156  5.463    0.754    0.858      523.11 -0.00344 -0.01951
     1326.12  12568.24  5.888  5.409    0.733    0.871      170.22 -0.00538 -0.01225
     1324.08  12369.02  5.914  5.398    0.880    0.717       84.26 -0.00481 -0.01295
     1322.01  11836.14  5.870  5.300    0.895    0.759       87.71 -0.00297 -0.01174
     1319.33  11287.43  5.519  5.139    0.823    0.914        7.15 -0.00334 -0.00222
     1328.40  11511.86  5.219  5.073    0.781    0.913       -4.90 -0.00539  0.00587
     1328.42  11963.94  5.196  5.084    0.756    0.902       -1.50 -0.00594  0.00649
     1317.89  11752.61  5.523  5.018    0.909    0.784      -90.68 -0.00036 -0.00232
     1324.34  12038.06  5.692  4.946    0.753    0.904       -3.33  0.00344 -0.00688
     1323.11  12198.12  5.687  4.833    0.750    0.906       -2.97  0.00609 -0.00671
     1326.24  12255.73  5.765  4.792    0.742    0.912       -6.19  0.00803 -0.00880
     1322.50  11681.35  5.696  4.855    0.775    0.926      -18.06  0.00567 -0.00695
     1321.66  11805.27  5.422  4.957    0.786    0.901      -11.10 -0.00011  0.00041
     1320.20  11948.30  5.496  5.038    0.904    0.782      -99.46 -0.00118 -0.00159
     1322.56  12509.47  5.563  5.095    0.766    0.878      170.68 -0.00175 -0.00342
     1324.39  12168.63  5.588  5.034    0.779    0.877       -6.00  0.00004 -0.00407
     1322.36  12248.30  5.404  4.972    0.777    0.881       -7.25 -0.00071  0.00092
     1326.94  12157.35  5.217  4.913    0.886    0.751      -91.99 -0.00154  0.00597
     1327.90  12610.69  5.208  4.890    0.872    0.730     -270.33 -0.00109  0.00620
     1327.10  12417.72  5.272  4.911    0.742    0.894       -8.05 -0.00084  0.00449
     1331.79  12441.60  5.291  4.994    0.887    0.746      -95.94 -0.00260  0.00394
     1327.28  12377.80  5.385  4.995    0.767    0.889       -5.21 -0.00150  0.00142
     1320.95  12157.91  5.482  4.956    0.889    0.778      -92.13  0.00062 -0.00118
     1321.57  12034.46  5.597  4.964    0.768    0.905       -8.91  0.00185 -0.00431
     1321.81  12016.35  5.547  5.001    0.905    0.778     -638.54  0.00033 -0.00296
     1324.34  12280.99  5.601  5.036    0.771    0.892       -6.24  0.00014 -0.00444
     1328.23  12422.77  5.747  5.055    0.729    0.896       -5.59  0.00146 -0.00837
     1323.09  12151.32  5.767  5.027    0.740    0.916       -7.61  0.00238 -0.00890
     1319.88  11297.55  5.564  4.986    0.805    0.933      -10.96  0.00090 -0.00343
     1323.37  11366.51  5.282  4.984    0.789    0.942    -1271.39 -0.00248  0.00420
     1331.72  11955.55  5.137  5.080    0.926    0.750    -2802.54 -0.00656  0.00810
     1327.87  11937.66  5.134  5.143    0.897    0.754       82.53 -0.00812  0.00817
     1330.31  12208.31  5.206  5.120    0.752    0.892     -542.77 -0.00668  0.00622
     1323.98  12118.58  5.420  5.063    0.768    0.899       -4.12 -0.00272  0.00047
     1323.75  12267.37  5.597  5.006    0.766    0.903       -4.39  0.00082 -0.00432
     1322.95  12004.72  5.616  4.921    0.767    0.911       -4.52  0.00309 -0.00480
     1321.82  11741.09  5.560  4.872    0.780    0.906       -7.51  0.00361 -0.00328
     1319.95  11838.15  5.370  4.881    0.777    0.913       -8.19  0.00109  0.00184
     1330.47  12389.53  5.263  4.909    0.746    0.894    -1265.61 -0.00090  0.00474
     1331.71  12528.80  5.195  4.924    0.738    0.889       -5.99 -0.00208  0.00657
     1324.33  12236.85  5.328  4.968    0.761    0.893       -3.32 -0.00152  0.00295
     1322.37  12070.86  5.444  4.945    0.886    0.783      -95.12  0.00043 -0.00016
     1327.44  11587.67  5.297  4.861    0.799    0.893       -4.43  0.00068  0.00382
     1324.25  11293.08  4.984  4.832    0.802    0.887      169.50 -0.00241  0.01228
     1330.75  11513.35  4.866  4.839    0.868    0.795       89.43 -0.00402  0.01544
     1334.77  12170.84  5.074  4.833    0.747    0.864      180.12 -0.00135  0.00983
     1330.12  12694.85  5.249  4.795    0.738    0.876       -1.69  0.00170  0.00512
     1327.00  12633.10  5.319  4.768    0.745    0.876       -1.94  0.00319  0.00323
     1327.84  12376.88  5.349  4.744    0.751    0.889       -2.79  0.00414  0.00244
     1322.23  12189.43  5.431  4.823    0.763    0.892     -188.96  0.00323  0.00022
     1321.18  11999.88  5.436  4.864    0.768    0.911     -189.56  0.00231  0.00006
     1322.79  12066.23  5.395  4.853    0.768    0.909       -5.10  0.00207  0.00117
     1319.20  11796.62  5.432  4.858    0.767    0.920       -5.09  0.00239  0.00018
     1317.31  11838.19  5.540  4.900    0.770    0.911       -7.50  0.00270 -0.00274
     1315.64  11740.41  5.548  4.884    0.777    0.910       -6.89  0.00316 -0.00296
     1321.59  12015.16  5.463  4.840    0.778    0.904       -6.21  0.00322 -0.00066
     1320.27  11998.10  5.386  4.826    0.772    0.894       -8.31  0.00260  0.00142
     1325.96  11742.22  5.246  4.822    0.764    0.897       -8.03  0.00100  0.00521
     1330.44  11918.50  5.164  4.843    0.760    0.889       -4.86 -0.00050  0.00742
     1325.57  11357.75  5.332  4.812    0.802    0.888        2.71  0.00229  0.00289
     1322.38  11704.20  5.439  4.770    0.783    0.901       -3.56  0.00462 -0.00001
     1323.09  11927.54  5.426  4.767    0.779    0.892     -547.96  0.00452  0.00035
     1318.51  11861.00  5.474  4.757    0.785    0.896       -4.68  0.00534 -0.00093
     1319.04  11872.97  5.583  4.746    0.770    0.914       -4.11  0.00694 -0.00389
     1321.92  12292.68  5.837  4.738    0.736    0.910       -5.41  0.01021 -0.01074
     1325.05  12221.32  5.952  4.699    0.725    0.924       -8.88  0.01255 -0.01384
     1323.27  11195.45  5.863  4.717    0.758    0.968      -15.15  0.01104 -0.01144
     1313.56  10477.38  5.538  4.838    0.822    1.003      -26.36  0.00416 -0.00270
     1319.06  10579.14  5.107  4.893    0.816    0.956      -12.52 -0.00240  0.00894
     1326.13  11310.17  5.038  4.895    0.912    0.783       92.51 -0.00329  0.01079
     1317.19  10901.19  5.430  4.867    0.837    0.910       -0.15  0.00215  0.00022
     1317.69  11714.52  5.662  4.920    0.764    0.934      -13.93  0.00367 -0.00604
     1315.51  11702.45  5.571  5.010    0.773    0.941      -15.79  0.00040 -0.00360
     1314.22  11557.64  5.394  5.102    0.776    0.939      162.52 -0.00396  0.00116
     1325.99  12274.27  5.256  5.181    0.895    0.750     -101.64 -0.00756  0.00486
     1323.31  12242.90  5.262  5.251    0.745    0.902      349.96 -0.00918  0.00469
     1318.97  12345.43  5.319  5.289    0.746    0.897     -367.18 -0.00939  0.00314
     1311.98  12108.27  5.386  5.301    0.762    0.908     1069.30 -0.00888  0.00131
     1313.36  11954.86  5.300  5.329    0.776    0.901     1426.92 -0.01060  0.00365
     1320.56  12521.05  5.339  5.354    0.866    0.760     -821.62 -0.01072  0.00258
     1315.10  11682.53  6.287  5.698    0.783    0.863       -6.08 -0.00753 -0.02309
     1321.86  11952.39  6.127  5.585    0.764    0.856      168.29 -0.00673 -0.01875
     1322.11  12189.24  5.824  5.462    0.873    0.751      265.77 -0.00745 -0.01052
     1320.76  12189.97  5.814  5.298    0.742    0.889        0.37 -0.00361 -0.01022
     1316.29  11585.67  5.660  5.103    0.788    0.919        2.88 -0.00076 -0.00603
     1317.32  11571.75  5.456  5.073    0.795    0.909       -4.94 -0.00252 -0.00052
     1326.41  11814.20  5.283  5.135    0.784    0.895     -193.06 -0.00612  0.00414
     1328.21  11890.22  5.192  5.129    0.762    0.888       -1.92 -0.00709  0.00661
     1321.39  12038.69  5.504  5.119    0.883    0.782      -92.36 -0.00305 -0.00184
     1318.00  12069.96  5.583  5.065    0.777    0.893       -6.08 -0.00079 -0.00394
     1323.39  12485.23  5.629  5.036    0.758    0.875       -5.26  0.00049 -0.00518
     1327.82  12391.96  5.818  5.028    0.740    0.878       -6.23  0.00298 -0.01029
     1322.99  12082.29  5.844  5.065    0.736    0.913      -15.84  0.00238 -0.01099
     1318.61  11252.61  5.718  5.289    0.910    0.785       65.05 -0.00455 -0.00764
     1319.76  12134.54  5.612  5.400    0.766    0.868      -16.28 -0.00852 -0.00480
     1322.02  12097.42  5.491  5.322    0.787    0.873       -7.78 -0.00811 -0.00152
     1322.76  12158.33  5.397  5.202    0.781    0.879       -2.76 -0.00635  0.00104
     1327.09  12220.04  5.295  5.129    0.888    0.760      444.47 -0.00583  0.00382
     1329.06  12411.50  5.212  5.122    0.892    0.738      -96.48 -0.00666  0.00605
     1328.06  12639.01  5.249  5.133    0.735    0.887       -4.52 -0.00647  0.00507
     1328.64  12545.35  5.311  5.113    0.746    0.892      175.08 -0.00525  0.00339
     1326.33  12192.11  5.312  5.086    0.751    0.900    -7565.75 -0.00457  0.00336
     1324.00  12001.68  5.311  5.054    0.896    0.758       87.83 -0.00380  0.00340
     1321.94  12164.50  5.485  5.032    0.895    0.776      -92.37 -0.00117 -0.00129
     1321.18  12121.21  5.681  5.048    0.754    0.902       -7.00  0.00082 -0.00660
     1321.95  12299.17  5.741  5.138    0.734    0.910      -12.45 -0.00063 -0.00822
     1322.44  12372.90  5.712  5.273    0.735    0.894      -12.05 -0.00424 -0.00748
     1327.53  12525.32  5.672  5.262    0.757    0.870       -8.23 -0.00445 -0.00639
     1321.64  12060.12  5.513  5.113    0.789    0.881        3.74 -0.00278 -0.00208
     1320.22  11930.78  5.369  4.953    0.779    0.901        3.29 -0.00067  0.00186
     1323.58  12051.76  5.342  4.928    0.761    0.913       -5.84 -0.00039  0.00260
     1327.32  11796.93  5.270  4.966    0.930    0.753       83.57 -0.00218  0.00452
     1327.63  11780.04  5.222  5.039    0.933    0.752      -99.63 -0.00453  0.00579
     1327.18  11876.64  5.247  5.133    0.751    0.921     -187.33 -0.00650  0.00512
     1323.30  12046.39  5.359  5.124    0.765    0.901       -4.77 -0.00492  0.00207
     1326.45  11833.13  5.461  5.062    0.788    0.885       -1.25 -0.00219 -0.00066
     1321.49  12240.89  5.583  5.069    0.765    0.888      -10.09 -0.00087 -0.00393
     1320.30  12147.50  5.573  5.077    0.771    0.896      -12.77 -0.00120 -0.00367
     1323.66  12087.05  5.380  5.109    0.773    0.898      -17.32 -0.00431  0.00153
     1333.54  12594.87  5.258  5.082    0.737    0.890       -6.29 -0.00514  0.00482
     1329.90  12500.52  5.229  5.076    0.903    0.730      -96.62 -0.00534  0.00560
     1331.59  12401.23  5.257  5.019    0.744    0.891     -181.95 -0.00363  0.00485
     1325.29  12162.35  5.224  4.903    0.892    0.749     -629.01 -0.00123  0.00578
     1333.81  12084.81  5.170  4.832    0.743    0.894     -182.90 -0.00015  0.00724
     1327.35  11618.89  5.041  4.904    0.759    0.905      -12.03 -0.00345  0.01071
     1328.93  11883.10  4.951  4.972    0.754    0.894     -189.18 -0.00621  0.01313
     1331.75  12416.43  5.017  4.966    0.876    0.734      447.08 -0.00526  0.01135
     1334.63  12765.14  5.158  4.885    0.715    0.877       -0.47 -0.00158  0.00757
     1334.02  12523.11  5.239  4.804    0.734    0.884     -179.96  0.00135  0.00540
     1321.65  12008.51  5.407  4.760    0.766    0.894      176.52  0.00446  0.00087
     1315.99  11763.64  5.493  4.743    0.776    0.909       -7.21  0.00592 -0.00145
     1323.14  11806.51  5.446  4.731    0.773    0.919       -5.54  0.00564 -0.00018
     1317.41  11762.10  5.426  4.769    0.766    0.910       -5.68  0.00447  0.00036
     1317.28  11948.19  5.549  4.821    0.915    0.768      -97.29  0.00470 -0.00297
     1322.24  11888.91  5.572  4.859    0.769    0.917      -10.63  0.00407 -0.00360
     1321.51  12052.33  5.478  4.875    0.777    0.902       -7.27  0.00256 -0.00108
     1320.28  12139.70  5.429  4.870    0.892    0.766      -97.10  0.00207  0.00025
     1318.78  11978.61  5.347  4.840    0.769    0.894       -5.68  0.00180  0.00247
     1327.19  12361.26  5.285  4.818    0.747    0.898       -5.13  0.00158  0.00416
     1325.13  11937.27  5.196  4.852    0.745    0.909       -6.74 -0.00033  0.00656
     1332.50  12280.85  5.241  4.874    0.742    0.890       -2.99 -0.00030  0.00532
     1323.77  12252.86  5.383  4.840    0.765    0.891       -2.67  0.00223  0.00149
     1322.72  12107.77  5.380  4.783    0.766    0.895       -2.31  0.00357  0.00161
     1321.05  12107.64  5.389  4.746    0.765    0.892     -178.81  0.00458  0.00135
     1320.66  11972.46  5.548  4.739    0.774    0.892       -0.25  0.00668 -0.00293
     1321.46  12394.36  5.793  4.735    0.732    0.893       -6.56  0.00974 -0.00954
     1325.15  12698.85  5.856  4.694    0.724    0.885       -7.25  0.01151 -0.01122
     1321.70  12417.02  5.863  4.619    0.727    0.896     -187.70  0.01342 -0.01142
     1317.24  11280.04  5.675  4.567    0.796    0.944      -15.92  0.01239 -0.00633
     1316.20  10857.90  5.291  4.661    0.809    0.938      -16.39  0.00543  0.00403
     1326.57  11668.61  5.168  4.791    0.761    0.926       -5.63  0.00081  0.00732
     1313.13  11639.93  5.379  4.931    0.793    0.906       -2.46 -0.00002  0.00159
     1316.09  12126.87  5.675  4.924    0.756    0.895       -6.80  0.00374 -0.00639
     1319.05  11974.40  5.690  4.912    0.745    0.931      -10.67  0.00421 -0.00679
     1311.39  11613.44  5.634  5.005    0.763    0.946      -16.41  0.00129 -0.00531
     1315.13  11407.54  5.428  5.145    0.779    0.953      -19.83 -0.00459  0.00022
     1314.74  11802.53  5.281  5.198    0.751    0.925     -189.52 -0.00767  0.00419
     1319.51  12088.83  5.293  5.204    0.916    0.744      -95.40 -0.00765  0.00385
     1312.36  11850.08  5.334  5.203    0.929    0.757      -96.66 -0.00714  0.00275
     1312.06  11605.03  5.361  5.281    0.760    0.948      703.80 -0.00870  0.00201
     1317.05  11843.77  5.221  5.402    0.933    0.751      432.55 -0.01332  0.00576
     1307.30  11173.62  6.410  5.679    0.866    0.812       75.60 -0.00558 -0.02640
     1314.94  11279.43  6.135  5.603    0.863    0.814       83.46 -0.00709 -0.01895
     1321.66  11879.66  5.752  5.413    0.772    0.880       -0.27 -0.00714 -0.00857
     1317.26  11859.03  5.635  5.243    0.777    0.894        3.07 -0.00445 -0.00538
     1320.38  11974.48  5.584  5.122    0.890    0.780      270.94 -0.00214 -0.00399
     1321.25  12036.41  5.644  5.172    0.769    0.896      -12.03 -0.00263 -0.00561
     1317.74  11740.03  5.437  5.271    0.799    0.899      -24.18 -0.00753 -0.00005
     1333.48  12317.63  5.169  5.309    0.758    0.866     -188.29 -0.01171  0.00718
     1322.59  12041.01  5.350  5.226    0.781    0.874       -1.56 -0.00750  0.00231
     1320.11  11942.74  5.554  5.134    0.886    0.778      -94.95 -0.00280 -0.00317
     1319.75  11498.36  5.646  5.135    0.781    0.893       -6.51 -0.00170 -0.00565
     1321.79  12045.56  5.851  5.165    0.747    0.894       -6.70  0.00006 -0.01121
     1323.39  12547.11  6.001  5.267    0.725    0.881      349.77 -0.00058 -0.01528
     1321.44  11849.11  5.962  5.378    0.896    0.745     -645.11 -0.00374 -0.01424
     1316.45  11426.84  5.655  5.447    0.904    0.799       70.95 -0.00913 -0.00598
     1322.46  11457.70  5.325  5.352    0.798    0.898      181.11 -0.01085  0.00295
     1328.30  11813.98  5.244  5.178    0.913    0.753      -87.01 -0.00763  0.00519
     1322.66  12078.69  5.217  5.041    0.739    0.923        2.71 -0.00465  0.00595
     1324.64  12027.97  5.234  4.970    0.736    0.939       -1.38 -0.00271  0.00548
     1323.43  11740.30  5.238  4.973    0.744    0.945       -2.09 -0.00274  0.00539
     1328.15  11971.94  5.244  4.934    0.736    0.934       -0.09 -0.00173  0.00524
     1326.31  11925.02  5.294  4.911    0.747    0.930       -1.15 -0.00057  0.00389
     1319.13  11729.29  5.315  4.938    0.752    0.926       -2.53 -0.00096  0.00333
     1319.15  11660.90  5.435  4.988    0.774    0.913       -4.20 -0.00070  0.00005
     1322.78  11941.42  5.724  5.012    0.753    0.920       -5.88  0.00222 -0.00773
     1320.07  12158.93  5.847  5.073    0.721    0.935       -8.51  0.00223 -0.01108
     1322.79  11722.41  5.879  5.132    0.720    0.958      -10.13  0.00120 -0.01196
     1315.88  10775.40  5.755  5.211    0.776    0.979      -16.09 -0.00223 -0.00861
     1314.61  10152.58  5.256  5.140    0.875    0.931       -1.58 -0.00655  0.00485
     1329.86  11483.77  5.183  4.943    0.923    0.760      -83.07 -0.00269  0.00689
     1323.59  11949.32  5.264  4.848    0.914    0.742       92.85  0.00059  0.00470
     1319.66  12035.79  5.299  4.823    0.749    0.922       -1.87  0.00162  0.00378
     1323.83  11864.62  5.317  4.848    0.748    0.922     -183.70  0.00122  0.00329
     1320.58  11710.40  5.333  4.923    0.757    0.940       -8.05 -0.00038  0.00284
     1317.67  11419.52  5.365  4.988    0.770    0.947       -8.21 -0.00157  0.00196
     1317.59  11564.53  5.436  5.046    0.937    0.767       82.36 -0.00211  0.00003
     1320.79  11866.05  5.545  5.053    0.920    0.768      -95.05 -0.00094 -0.00292
     1317.29  11839.81  5.581  5.033    0.763    0.925       -6.24 -0.00003 -0.00388
     1315.61  11532.95  5.447  4.998    0.941    0.785      -98.05 -0.00082 -0.00027
     1326.57  11679.76  5.238  4.983    0.749    0.943       -4.62 -0.00297  0.00538
     1329.34  12116.85  5.205  4.949    0.732    0.928       -3.07 -0.00256  0.00628
     1324.14  11797.42  5.171  4.915    0.740    0.922       -0.70 -0.00215  0.00721
     1327.71  12107.65  5.137  4.880    0.728    0.905       -0.30 -0.00171  0.00814
     1328.91  12455.38  5.151  4.859    0.721    0.894       -0.92 -0.00104  0.00776
     1329.15  12149.10  5.186  4.859    0.739    0.914       -7.48 -0.00063  0.00682
     1322.24  11651.24  5.037  4.920    0.751    0.926      -10.16 -0.00392  0.01083
     1320.61  11601.65  4.952  4.968    0.902    0.754     2963.56 -0.00610  0.01310
     1333.24  12187.50  5.030  4.938    0.737    0.890      358.90 -0.00442  0.01101
     1327.51  12876.10  5.151  4.914    0.719    0.871       -2.88 -0.00238  0.00774
     1330.01  12661.72  5.251  4.854    0.736    0.869        0.12  0.00031  0.00505
     1319.67  12113.96  5.409  4.751    0.765    0.888       -1.35  0.00470  0.00081
     1319.17  11941.87  5.422  4.719    0.772    0.890       -2.25  0.00564  0.00047
     1318.01  11864.50  5.486  4.713    0.770    0.899       -3.87  0.00655 -0.00126
     1323.62  11910.76  5.651  4.764    0.746    0.912      -10.27  0.00733 -0.00572
     1320.35  12032.07  5.664  4.831    0.751    0.915      -10.79  0.00585 -0.00608
     1315.63  11953.75  5.547  4.900    0.778    0.908      -14.56  0.00278 -0.00293
