# Mysterious pattern central peak parameters
# I_baseline Intensity  Δxcam  Δycam FWHM_maj FWHM_min orientation  Δ2theta     Δchi
#      [cts]     [cts]  [pix]  [pix]    [pix]    [pix]       [deg]    [deg]    [deg]
     1317.48  12115.09  5.405  4.902    0.888    0.765       82.33  0.00101  0.00089
     1321.85  12195.41  5.292  4.839    0.752    0.898       -2.66  0.00116  0.00397
     1326.87  12440.61  5.271  4.818    0.736    0.893       -1.71  0.00141  0.00453
     1323.91  12258.48  5.254  4.820    0.903    0.740      -94.06  0.00115  0.00498
     1327.88  12294.80  5.238  4.850    0.738    0.901     -365.77  0.00023  0.00541
     1322.37  12246.89  5.281  4.839    0.745    0.889       -0.78  0.00101  0.00427
     1322.39  12541.82  5.318  4.807    0.747    0.868        0.28  0.00224  0.00326
     1315.05  12125.39  5.444  4.829    0.769    0.886       -6.06  0.00324 -0.00015
     1316.06  12238.69  5.593  4.883    0.766    0.891       -6.53  0.00374 -0.00418
     1320.33  12703.02  5.740  4.889    0.728    0.881       -5.99  0.00538 -0.00814
     1325.96  12580.57  5.767  4.841    0.730    0.881       -6.02  0.00687 -0.00886
     1321.98  12390.85  5.706  4.781    0.748    0.874       -5.72  0.00758 -0.00720
     1315.62  12188.61  5.631  4.722    0.766    0.880       -6.73  0.00809 -0.00516
     1318.01  11894.79  5.500  4.763    0.780    0.901      -16.60  0.00552 -0.00165
     1315.68  11889.13  5.443  4.864    0.899    0.774      439.02  0.00237 -0.00012
     1314.71  11887.93  5.517  4.943    0.773    0.919     -368.43  0.00136 -0.00214
     1313.31  12026.31  5.576  4.939    0.770    0.908       -4.08  0.00218 -0.00373
     1317.60  12125.56  5.715  4.922    0.741    0.905       -7.13  0.00428 -0.00747
     1320.90  12135.27  5.753  4.939    0.739    0.933      -12.08  0.00434 -0.00852
     1310.20  11239.42  5.535  4.998    0.794    0.945      -17.46  0.00027 -0.00264
     1312.71  11756.20  5.343  5.082    0.927    0.766     -104.33 -0.00410  0.00252
     1313.91  11940.87  5.273  5.110    0.919    0.745      -97.64 -0.00563  0.00441
     1319.31  12016.64  5.313  5.157    0.910    0.753      -97.56 -0.00627  0.00331
     1312.53  11790.87  5.369  5.185    0.775    0.923     -191.41 -0.00628  0.00181
     1313.09  11183.07  5.151  5.216    0.789    0.938      166.26 -0.00968  0.00769
     1310.35  11239.15  6.572  5.706    0.814    0.864      161.24 -0.00426 -0.03078
     1312.28  10731.39  6.098  5.621    0.844    0.884      -34.59 -0.00797 -0.01796
     1321.12  11685.13  5.512  5.491    0.829    0.861     -173.54 -0.01193 -0.00212
     1319.02  11941.72  5.527  5.334    0.875    0.788      268.35 -0.00794 -0.00250
     1319.69  12143.14  5.727  5.357    0.745    0.872       -7.49 -0.00609 -0.00790
     1321.07  12011.22  5.745  5.404    0.876    0.755       78.22 -0.00702 -0.00838
     1317.05  11536.30  5.410  5.371    0.882    0.812       73.58 -0.01028  0.00066
     1327.15  12139.43  5.187  5.349    0.889    0.742      -97.51 -0.01245  0.00668
     1330.69  12415.33  5.252  5.325    0.884    0.749     -272.10 -0.01108  0.00495
     1314.85  12041.47  5.516  5.275    0.881    0.791      -94.21 -0.00667 -0.00219
     1316.44  12360.24  5.738  5.277    0.739    0.884       -6.17 -0.00403 -0.00819
     1323.04  12352.03  5.966  5.335    0.731    0.873     -185.03 -0.00265 -0.01435
     1317.23  11728.24  6.096  5.290    0.748    0.903       -5.06 -0.00000 -0.01783
     1315.17  11000.06  5.968  5.203    0.782    0.944       -5.64  0.00056 -0.01437
     1310.15  10080.07  5.511  5.128    0.860    0.968      711.50 -0.00318 -0.00202
     1319.58  10549.90  5.093  5.059    0.809    0.952      182.35 -0.00658  0.00928
     1330.65  11261.48  5.050  4.940    0.922    0.764      274.36 -0.00424  0.01046
     1327.32  12065.47  5.069  4.848    0.736    0.899      905.41 -0.00177  0.00997
     1323.41  12174.55  5.205  4.819    0.727    0.896    -2878.89  0.00058  0.00630
     1324.46  11904.88  5.303  4.823    0.754    0.906       -3.26  0.00166  0.00367
     1320.90  12025.94  5.311  4.863    0.752    0.911       -3.68  0.00082  0.00343
     1319.35  11987.76  5.389  4.955    0.759    0.910       -8.82 -0.00047  0.00131
     1317.70  11974.16  5.381  4.968    0.763    0.907       -7.23 -0.00088  0.00152
     1311.99  11755.81  5.507  4.961    0.778    0.911       -5.23  0.00081 -0.00186
     1322.52  11845.87  5.766  4.922    0.741    0.919       -4.25  0.00490 -0.00884
     1318.43  12127.25  5.879  4.843    0.925    0.719       84.60  0.00819 -0.01188
     1322.71  11666.06  5.844  4.699    0.743    0.952       -0.85  0.01124 -0.01091
     1313.28  10188.57  5.624  4.519    0.830    0.997      179.77  0.01292 -0.00495
     1315.25  10204.44  5.210  4.611    0.977    0.819      981.90  0.00566  0.00621
     1328.47  11806.59  5.169  4.748    0.917    0.742      807.93  0.00187  0.00729
     1327.42  12223.31  5.233  4.777    0.740    0.897    -1440.43  0.00194  0.00556
     1325.52  12063.65  5.357  4.809    0.764    0.892       -4.63  0.00267  0.00220
     1321.31  11640.64  5.424  4.843    0.778    0.908     -187.05  0.00266  0.00039
     1319.25  11540.29  5.409  4.849    0.919    0.778      -95.60  0.00232  0.00080
     1318.66  11534.49  5.437  4.835    0.776    0.918       -5.71  0.00300  0.00004
     1318.59  11973.64  5.540  4.862    0.767    0.920       -6.13  0.00362 -0.00275
     1316.52  11405.62  5.557  4.860    0.774    0.942       -7.07  0.00387 -0.00319
     1318.79  11417.25  5.438  4.806    0.786    0.938       -1.50  0.00372  0.00002
     1322.43  11705.16  5.292  4.738    0.756    0.921        0.14  0.00361  0.00397
     1324.49  11828.66  5.273  4.742    0.743    0.925    -2163.78  0.00326  0.00448
     1326.01  11831.52  5.236  4.806    0.746    0.917       -6.48  0.00128  0.00546
     1328.61  11720.60  5.186  4.868    0.756    0.914       -6.58 -0.00083  0.00681
     1328.64  12082.10  5.136  4.916    0.737    0.889      354.40 -0.00261  0.00816
     1332.74  12489.33  5.148  4.933    0.725    0.888       -4.57 -0.00286  0.00782
     1328.45  12397.69  5.170  4.904    0.722    0.893       -4.40 -0.00190  0.00724
     1324.72  11819.00  5.158  4.948    0.741    0.922      -11.41 -0.00310  0.00756
     1325.02  11880.25  5.040  5.106    0.910    0.743       75.34 -0.00836  0.01071
     1329.45  12648.53  5.056  5.194    0.867    0.726       79.78 -0.01029  0.01026
     1330.92  12550.33  5.059  5.121    0.737    0.862       -5.80 -0.00849  0.01019
     1331.58  12357.43  5.110  4.984    0.882    0.738       90.43 -0.00456  0.00884
     1325.27  12181.97  5.325  4.911    0.760    0.885       -0.65 -0.00018  0.00304
     1317.83  12161.86  5.449  4.922    0.770    0.879     -189.66  0.00106 -0.00031
     1325.34  12357.84  5.542  4.953    0.864    0.772      442.65  0.00144 -0.00282
     1324.73  12712.94  5.713  4.940    0.734    0.872       -8.18  0.00382 -0.00742
     1320.85  12311.82  5.732  4.913    0.741    0.893       -9.25  0.00470 -0.00794
     1315.47  11325.65  5.505  4.891    0.803    0.917     -727.45  0.00250 -0.00181
     1323.77  11720.81  5.262  4.823    0.763    0.905        0.54  0.00118  0.00478
     1325.75  12182.16  5.208  4.750    0.732    0.901      542.51  0.00228  0.00624
     1323.15  12265.41  5.283  4.749    0.739    0.899       -2.49  0.00322  0.00423
     1325.77  12195.61  5.325  4.797    0.752    0.902       -4.65  0.00258  0.00308
     1322.23  11985.34  5.301  4.842    0.748    0.904       -6.08  0.00120  0.00371
     1321.10  12066.48  5.330  4.884    0.754    0.910       -6.22  0.00054  0.00291
     1320.38  12015.39  5.339  4.936    0.763    0.899       -5.55 -0.00062  0.00266
     1315.48  11897.93  5.525  4.958    0.902    0.774      -94.18  0.00110 -0.00236
     1315.45  12173.49  5.673  4.978    0.743    0.903       -7.22  0.00242 -0.00636
     1315.33  12320.00  5.700  4.997    0.744    0.895       -5.90  0.00228 -0.00709
     1315.27  12155.21  5.686  4.949    0.746    0.894       -7.19  0.00329 -0.00671
     1313.71  12219.52  5.577  4.903    0.773    0.884       -6.37  0.00308 -0.00375
     1316.62  12195.83  5.621  4.872    0.758    0.890       -8.03  0.00435 -0.00493
     1318.72  11928.60  5.612  4.917    0.769    0.913      -16.08  0.00314 -0.00469
     1316.85  12059.14  5.522  4.964    0.777    0.901     -368.69  0.00093 -0.00228
     1310.82  11961.22  5.569  4.973    0.768    0.904       -7.91  0.00127 -0.00354
     1314.32  12127.43  5.588  4.984    0.760    0.903       -7.19  0.00124 -0.00405
     1315.22  12310.18  5.695  4.981    0.735    0.893       -6.29  0.00261 -0.00696
     1319.59  12294.85  5.734  4.929    0.738    0.905       -8.33  0.00434 -0.00801
     1311.98  11709.60  5.613  4.913    0.773    0.939      -13.69  0.00326 -0.00473
     1308.60  11400.62  5.406  4.978    0.781    0.946      -15.46 -0.00082  0.00086
     1318.09  11914.51  5.294  5.028    0.931    0.750       82.93 -0.00338  0.00386
     1308.09  11629.21  5.304  5.034    0.754    0.945       -5.93 -0.00340  0.00359
     1311.13  11341.42  5.236  5.020    0.764    0.954       -5.08 -0.00390  0.00543
     1311.32  11015.78  5.022  5.092    0.783    0.961      -13.43 -0.00824  0.01118
     1309.46  10682.26  6.613  5.600    0.845    0.881       -4.11 -0.00120 -0.03187
     1305.84  10159.71  5.997  5.452    0.906    0.880      254.23 -0.00510 -0.01521
     1315.63  11261.13  5.456  5.407    0.815    0.907      -13.27 -0.01059 -0.00058
     1319.53  11973.47  5.571  5.428    0.785    0.867       -8.37 -0.00971 -0.00369
     1321.60  12410.76  5.815  5.434    0.864    0.729       84.12 -0.00688 -0.01028
     1318.20  11837.58  5.716  5.362    0.768    0.886       -7.09 -0.00634 -0.00761
     1315.83  11214.78  5.405  5.331    0.907    0.810      253.77 -0.00936  0.00082
     1330.11  11807.55  5.149  5.308    0.765    0.890       -5.03 -0.01192  0.00773
     1322.89  11996.85  5.259  5.281    0.891    0.753       87.81 -0.00993  0.00476
     1314.43  11476.65  5.538  5.274    0.902    0.787       87.32 -0.00638 -0.00278
     1320.78  12144.90  5.837  5.321    0.731    0.891     -185.49 -0.00388 -0.01085
     1316.65  12039.40  5.883  5.275    0.894    0.725      269.58 -0.00220 -0.01210
     1318.25  11665.14  5.872  5.069    0.746    0.922        2.17  0.00264 -0.01175
     1316.23  11202.08  5.777  4.839    0.772    0.949        1.23  0.00704 -0.00912
     1308.08  10449.66  5.406  4.709    0.832    0.964        3.26  0.00568  0.00091
     1320.58  10759.25  5.077  4.707    0.940    0.785      -91.05  0.00173  0.00978
     1327.74  11395.08  5.011  4.748    0.928    0.754      454.32 -0.00006  0.01156
     1328.65  12190.51  5.123  4.834    0.728    0.907       -1.31 -0.00078  0.00851
     1328.37  12090.49  5.186  4.861    0.734    0.896     -539.72 -0.00067  0.00682
     1316.67  12029.90  5.343  4.853    0.756    0.893       -1.47  0.00143  0.00257
     1314.36  11906.25  5.483  4.951    0.902    0.769      438.84  0.00076 -0.00122
     1318.44  11949.39  5.470  5.004    0.904    0.770     -100.07 -0.00067 -0.00089
     1317.81  11964.45  5.386  5.007    0.765    0.900       -8.24 -0.00176  0.00139
     1316.80  11972.17  5.477  4.977    0.901    0.771      -95.60  0.00006 -0.00106
     1319.04  11599.51  5.659  4.872    0.775    0.904       -2.03  0.00482 -0.00595
     1317.00  11724.52  5.707  4.718    0.750    0.917       -0.81  0.00912 -0.00723
     1316.78  11607.49  5.643  4.592    0.915    0.765       90.00  0.01139 -0.00548
     1314.38  11498.01  5.584  4.522    0.775    0.920       -6.02  0.01234 -0.00385
     1317.94  11512.28  5.432  4.610    0.786    0.918      -15.35  0.00837  0.00024
     1323.81  11968.18  5.308  4.712    0.754    0.900      -10.38  0.00441  0.00355
     1317.74  12003.16  5.331  4.788    0.750    0.900       -5.17  0.00285  0.00290
     1315.59  11862.15  5.399  4.833    0.763    0.908       -6.88  0.00259  0.00108
     1319.84  11911.28  5.382  4.841    0.767    0.896       -4.49  0.00220  0.00152
     1321.54  11767.05  5.396  4.803    0.777    0.899       -2.42  0.00328  0.00117
     1317.93  11994.44  5.440  4.798    0.768    0.897       -3.86  0.00393 -0.00002
     1319.21  11800.57  5.499  4.779    0.774    0.904       -2.87  0.00511 -0.00162
     1320.74  11737.89  5.449  4.691    0.774    0.911        0.86  0.00663 -0.00025
     1323.82  11686.96  5.321  4.609    0.917    0.759      -87.89  0.00706  0.00323
     1321.52  11756.10  5.312  4.625    0.761    0.903       -0.15  0.00657  0.00347
     1319.90  11307.82  5.452  4.723    0.908    0.794      259.91  0.00591 -0.00034
     1320.44  11789.96  5.365  4.826    0.763    0.909      -13.06  0.00235  0.00198
     1323.84  11932.74  5.293  4.934    0.756    0.900      -12.95 -0.00112  0.00390
     1325.46  12271.09  5.172  4.988    0.733    0.889       -9.01 -0.00390  0.00717
     1331.57  12501.94  5.118  4.968    0.730    0.882       -3.76 -0.00408  0.00861
     1324.60  12242.21  5.163  4.928    0.896    0.728      -91.63 -0.00256  0.00741
     1320.91  11779.52  5.332  4.982    0.759    0.924       -9.78 -0.00183  0.00285
     1319.87  11370.93  5.324  5.158    0.769    0.961      157.42 -0.00618  0.00304
     1322.37  11416.89  5.078  5.291    0.925    0.777      250.35 -0.01237  0.00964
     1319.74  11194.63  4.857  5.236    0.810    0.890      -10.46 -0.01374  0.01562
     1320.87  11741.47  4.992  5.168    0.876    0.773       88.92 -0.01045  0.01200
     1316.46  11760.49  5.374  5.160    0.882    0.794       82.62 -0.00560  0.00168
     1321.69  11765.97  5.499  5.167    0.892    0.780     -103.13 -0.00425 -0.00171
     1316.46  11795.20  5.477  5.144    0.887    0.779      -98.77 -0.00397 -0.00111
     1315.66  11583.55  5.615  5.016    0.781    0.903       -1.30  0.00081 -0.00481
     1316.16  11311.54  5.575  4.862    0.786    0.938       -1.09  0.00403 -0.00370
     1316.92  11245.64  5.400  4.799    0.801    0.913       -6.56  0.00343  0.00105
     1327.70  11452.18  5.130  4.721    0.774    0.899      186.89  0.00204  0.00836
     1324.45  11869.07  5.160  4.641    0.741    0.906      186.21  0.00435  0.00755
     1319.87  11554.69  5.374  4.663    0.918    0.771       88.45  0.00641  0.00178
     1308.75  11294.35  5.445  4.741    0.776    0.936      -10.52  0.00538 -0.00014
     1318.31  11629.04  5.413  4.851    0.776    0.921       -9.77  0.00232  0.00069
     1319.87  12026.44  5.367  4.908    0.758    0.912       -7.39  0.00041  0.00191
     1316.54  11797.81  5.401  4.924    0.767    0.908      175.65  0.00042  0.00098
     1314.85  11869.26  5.602  4.994    0.766    0.911       -4.66  0.00117 -0.00446
     1317.16  12061.94  5.730  5.054    0.740    0.909       -7.14  0.00128 -0.00791
     1314.27  12028.76  5.678  5.070    0.755    0.909       -9.46  0.00026 -0.00652
     1315.93  11944.61  5.574  5.039    0.775    0.898      175.20 -0.00025 -0.00371
     1313.99  12031.75  5.487  4.957    0.779    0.896       -2.31  0.00066 -0.00132
     1312.16  11988.89  5.630  4.951    0.759    0.891       -4.07  0.00255 -0.00519
     1312.72  12249.09  5.696  4.981    0.740    0.898      -10.89  0.00262 -0.00699
     1309.56  11897.35  5.595  5.021    0.770    0.919      -14.34  0.00043 -0.00425
     1315.86  11757.77  5.522  5.007    0.905    0.776      -95.66 -0.00012 -0.00230
     1309.24  11787.47  5.565  4.978    0.770    0.918       -5.70  0.00112 -0.00345
     1311.81  11990.46  5.644  4.950    0.754    0.915       -5.09  0.00275 -0.00557
     1309.03  11688.09  5.619  4.886    0.769    0.916       -3.25  0.00398 -0.00488
     1312.28  11551.83  5.615  4.840    0.769    0.928       -9.82  0.00504 -0.00477
     1308.06  11402.71  5.475  4.885    0.780    0.931      345.77  0.00227 -0.00100
     1309.90  11686.26  5.324  4.948    0.768    0.925      -10.96 -0.00111  0.00308
     1315.34  12144.34  5.215  5.000    0.740    0.903       -5.61 -0.00367  0.00599
     1314.47  12033.02  5.114  4.992    0.742    0.892      177.11 -0.00471  0.00871
     1319.79  11751.87  5.028  5.036    0.749    0.907      172.69 -0.00683  0.01105
     1305.14  10566.02  6.505  5.457    0.896    0.854      121.16  0.00095 -0.02893
     1315.97  10821.11  5.953  5.206    0.818    0.929     -184.03  0.00029 -0.01395
     1312.16  11088.95  5.634  5.177    0.797    0.941       -7.17 -0.00287 -0.00533
     1315.53  11786.50  5.757  5.340    0.749    0.908      -10.30 -0.00530 -0.00870
     1318.08  12018.77  5.793  5.393    0.735    0.887       -6.27 -0.00615 -0.00969
     1312.36  11609.94  5.625  5.322    0.793    0.894       -7.67 -0.00648 -0.00512
     1314.07  11538.24  5.413  5.257    0.903    0.794      -99.88 -0.00747  0.00060
     1320.70  11873.43  5.186  5.279    0.902    0.756       81.38 -0.01076  0.00672
     1320.08  12073.39  5.248  5.297    0.886    0.751       85.81 -0.01045  0.00506
     1314.15  11817.21  5.594  5.318    0.777    0.890       -4.19 -0.00676 -0.00430
     1317.13  12019.01  5.836  5.281    0.736    0.896       -3.56 -0.00292 -0.01083
     1312.96  11615.97  5.669  5.145    0.777    0.919        3.97 -0.00166 -0.00629
     1310.94  11250.95  5.567  4.950    0.780    0.931        6.63  0.00181 -0.00349
     1311.72  11397.28  5.481  4.758    0.791    0.916        9.15  0.00539 -0.00112
     1321.20  10933.49  5.279  4.597    0.795    0.921       11.15  0.00684  0.00436
     1325.73  10817.21  5.247  4.661    0.784    0.926       -3.98  0.00491  0.00520
     1321.76  11676.99  5.218  4.855    0.749    0.898       -3.40 -0.00014  0.00596
     1320.41  12072.54  5.294  4.996    0.754    0.885       -7.57 -0.00261  0.00386
     1327.09  12287.91  5.232  5.056    0.744    0.879     -185.89 -0.00481  0.00552
